time,x,y,z,class
10.87,0.559,-0.436,0.712,1
10.93,0.51,-0.4,0.609,1
11.0,0.515,-0.592,0.742,1
11.08,0.326,-0.483,0.747,1
11.17,0.391,-0.488,0.751,1
11.25,0.474,-0.516,0.821,1
11.33,0.491,-0.502,0.757,1
11.42,0.516,-0.655,0.771,1
11.5,0.469,-0.656,0.846,1
11.58,0.316,-0.518,0.678,1
11.67,0.44,-0.344,0.623,1
11.75,0.875,-0.305,0.428,1
11.83,0.743,-0.405,0.446,1
11.92,0.817,-0.302,0.281,1
12.0,0.704,-0.541,0.527,1
12.08,0.44,-0.458,0.508,1
12.17,0.61,-0.581,0.794,1
12.25,0.781,-0.405,0.78,1
12.33,0.616,-0.321,0.731,1
12.42,0.537,-0.489,0.703,1
12.5,0.574,-0.468,0.583,1
12.58,0.622,-0.45,0.614,1
12.67,0.629,-0.487,0.612,1
12.75,0.586,-0.424,0.655,1
12.83,0.633,-0.381,0.692,1
12.92,0.652,-0.405,0.677,1
13.0,0.624,-0.42,0.628,0
13.08,0.657,-0.412,0.645,0
13.17,0.651,-0.402,0.651,0
13.25,0.642,-0.422,0.625,0
13.33,0.631,-0.42,0.642,0
13.42,0.63,-0.403,0.651,0
13.5,0.627,-0.403,0.652,0
13.58,0.648,-0.407,0.653,0
13.67,0.658,-0.41,0.655,0
13.75,0.604,-0.408,0.64,0
13.83,0.619,-0.419,0.639,0
13.92,0.648,-0.409,0.662,0
14.0,0.629,-0.408,0.642,0
14.08,0.64,-0.413,0.642,0
14.17,0.64,-0.405,0.644,0
14.25,0.638,-0.405,0.649,0
14.33,0.637,-0.406,0.645,0
14.42,0.637,-0.408,0.642,0
14.5,0.637,-0.398,0.648,0
14.58,0.659,-0.41,0.643,0
14.67,0.64,-0.415,0.635,0
14.75,0.63,-0.399,0.642,0
14.83,0.656,-0.408,0.637,0
14.92,0.653,-0.404,0.639,0
15.0,0.65,-0.407,0.634,0
15.08,0.643,-0.41,0.63,0
15.17,0.658,-0.407,0.638,0
15.25,0.637,-0.403,0.63,0
15.33,0.659,-0.404,0.64,0
15.42,0.657,-0.409,0.632,0
15.5,0.649,-0.408,0.626,0
15.58,0.655,-0.405,0.629,0
15.67,0.657,-0.405,0.633,0
15.75,0.654,-0.409,0.629,0
15.83,0.655,-0.411,0.631,0
15.92,0.648,-0.406,0.631,0
16.0,0.659,-0.413,0.626,0
16.07,0.644,-0.409,0.629,0
16.13,0.658,-0.41,0.631,0
16.2,0.649,-0.411,0.629,0
16.27,0.655,-0.409,0.634,0
16.33,0.652,-0.409,0.631,0
16.4,0.648,-0.413,0.629,0
16.47,0.632,-0.418,0.613,0
16.53,0.683,-0.409,0.663,0
16.6,0.626,-0.409,0.6,0
16.67,0.651,-0.435,0.632,0
16.73,0.682,-0.391,0.654,0
16.8,0.583,-0.43,0.576,0
16.87,0.716,-0.416,0.672,0
16.93,0.617,-0.392,0.619,0
17.0,0.649,-0.435,0.625,0
17.08,0.633,-0.407,0.608,0
17.17,0.632,-0.428,0.564,0
17.25,0.788,-0.417,0.63,0
17.33,0.652,-0.417,0.543,0
17.42,0.702,-0.421,0.589,0
17.5,0.731,-0.396,0.571,0
17.58,0.68,-0.418,0.557,0
17.67,0.755,-0.412,0.573,0
17.75,0.667,-0.428,0.537,0
17.83,0.723,-0.418,0.559,0
17.92,0.714,-0.429,0.543,0
18.0,0.719,-0.433,0.548,0
18.08,0.709,-0.423,0.543,0
18.17,0.71,-0.423,0.555,0
18.25,0.717,-0.417,0.556,0
18.33,0.694,-0.426,0.551,0
18.42,0.725,-0.421,0.559,0
18.5,0.697,-0.43,0.542,0
18.58,0.716,-0.424,0.551,0
18.67,0.708,-0.423,0.553,0
18.75,0.709,-0.417,0.559,0
18.83,0.71,-0.424,0.563,0
18.92,0.708,-0.42,0.565,0
19.0,0.684,-0.422,0.557,0
19.08,0.707,-0.421,0.569,0
19.17,0.7,-0.417,0.566,0
19.25,0.701,-0.422,0.558,0
19.33,0.69,-0.435,0.556,0
19.42,0.708,-0.43,0.558,0
19.5,0.708,-0.433,0.551,0
19.58,0.701,-0.429,0.556,0
19.67,0.708,-0.425,0.557,0
19.75,0.704,-0.422,0.557,0
19.83,0.715,-0.428,0.552,0
19.92,0.702,-0.424,0.547,0
20.0,0.716,-0.435,0.546,0
20.08,0.705,-0.427,0.548,0
20.17,0.715,-0.425,0.549,0
20.25,0.704,-0.428,0.549,0
20.33,0.713,-0.425,0.552,0
20.42,0.725,-0.428,0.55,0
20.5,0.699,-0.434,0.54,0
20.58,0.7,-0.43,0.547,0
20.67,0.714,-0.437,0.547,0
20.75,0.716,-0.435,0.549,0
20.83,0.692,-0.429,0.549,0
20.92,0.71,-0.433,0.553,0
21.0,0.704,-0.427,0.556,0
21.07,0.711,-0.427,0.565,0
21.13,0.683,-0.431,0.547,0
21.2,0.699,-0.422,0.557,0
21.27,0.709,-0.426,0.562,0
21.33,0.707,-0.42,0.563,0
21.4,0.71,-0.414,0.568,0
21.47,0.699,-0.421,0.557,0
21.53,0.711,-0.414,0.565,0
21.6,0.712,-0.411,0.568,0
21.67,0.697,-0.417,0.557,0
21.73,0.711,-0.414,0.566,0
21.8,0.708,-0.412,0.561,0
21.87,0.708,-0.417,0.559,0
21.93,0.702,-0.411,0.558,0
22.0,0.716,-0.411,0.569,0
22.08,0.716,-0.408,0.566,0
22.17,0.702,-0.408,0.561,0
22.25,0.714,-0.416,0.557,0
22.33,0.711,-0.417,0.554,0
22.42,0.715,-0.425,0.554,0
22.5,0.708,-0.428,0.531,0
22.58,0.705,-0.429,0.545,0
22.67,0.731,-0.413,0.577,0
22.75,0.708,-0.42,0.534,0
22.83,0.694,-0.442,0.541,0
22.92,0.747,-0.411,0.592,0
23.0,0.645,-0.406,0.551,0
23.08,0.729,-0.418,0.573,0
23.17,0.698,-0.42,0.541,0
23.25,0.709,-0.434,0.563,0
23.33,0.698,-0.433,0.559,0
23.42,0.686,-0.435,0.54,0
23.5,0.718,-0.437,0.556,0
23.58,0.695,-0.432,0.548,0
23.67,0.703,-0.422,0.574,0
23.75,0.713,-0.429,0.554,0
23.83,0.684,-0.425,0.548,0
23.92,0.735,-0.416,0.58,0
24.0,0.669,-0.424,0.542,0
24.08,0.735,-0.415,0.577,0
24.17,0.702,-0.416,0.55,0
24.25,0.708,-0.43,0.553,0
24.33,0.71,-0.423,0.552,0
24.42,0.706,-0.437,0.538,0
24.5,0.707,-0.431,0.543,0
24.58,0.716,-0.425,0.547,0
24.67,0.717,-0.425,0.552,0
24.75,0.697,-0.42,0.538,0
24.83,0.723,-0.426,0.558,0
24.92,0.718,-0.416,0.557,0
25.0,0.697,-0.426,0.536,0
25.08,0.733,-0.422,0.556,0
25.17,0.704,-0.427,0.535,0
25.25,0.721,-0.435,0.537,0
25.33,0.716,-0.436,0.531,0
25.42,0.717,-0.43,0.54,0
25.5,0.717,-0.428,0.54,0
25.58,0.709,-0.428,0.536,0
25.67,0.718,-0.42,0.544,0
25.75,0.717,-0.423,0.539,0
25.83,0.726,-0.423,0.543,0
25.92,0.717,-0.427,0.533,0
26.0,0.714,-0.429,0.536,0
26.07,0.729,-0.422,0.543,0
26.13,0.7,-0.438,0.512,0
26.2,0.729,-0.424,0.55,0
26.27,0.736,-0.416,0.546,0
26.33,0.69,-0.441,0.501,0
26.4,0.748,-0.42,0.551,0
26.47,0.71,-0.417,0.537,0
26.53,0.725,-0.435,0.524,0
26.6,0.731,-0.416,0.538,0
26.67,0.723,-0.424,0.529,0
26.73,0.724,-0.425,0.529,0
26.8,0.729,-0.425,0.526,0
26.87,0.726,-0.433,0.524,0
26.93,0.727,-0.425,0.526,0
27.0,0.729,-0.426,0.527,0
27.08,0.727,-0.425,0.525,0
27.17,0.72,-0.425,0.525,0
27.25,0.733,-0.433,0.525,0
27.33,0.719,-0.428,0.525,0
27.42,0.734,-0.424,0.536,0
27.5,0.72,-0.434,0.522,0
27.58,0.721,-0.427,0.522,0
27.67,0.724,-0.425,0.534,0
27.75,0.725,-0.429,0.525,0
27.83,0.726,-0.427,0.535,0
27.92,0.723,-0.421,0.529,0
28.0,0.717,-0.427,0.53,0
28.08,0.727,-0.423,0.535,0
28.17,0.717,-0.432,0.528,0
28.25,0.73,-0.426,0.532,0
28.33,0.72,-0.428,0.529,0
28.42,0.726,-0.423,0.529,0
28.5,0.723,-0.424,0.525,0
28.58,0.729,-0.425,0.53,0
28.67,0.719,-0.429,0.524,0
28.75,0.729,-0.431,0.526,0
28.83,0.726,-0.435,0.523,0
28.92,0.727,-0.425,0.527,0
29.0,0.724,-0.429,0.523,0
29.08,0.729,-0.431,0.525,0
29.17,0.725,-0.425,0.526,0
29.25,0.724,-0.43,0.526,0
29.33,0.728,-0.431,0.525,0
29.42,0.726,-0.429,0.524,0
29.5,0.726,-0.437,0.528,0
29.58,0.706,-0.432,0.515,0
29.67,0.732,-0.437,0.538,0
29.75,0.729,-0.436,0.529,0
29.83,0.705,-0.437,0.529,0
29.92,0.724,-0.42,0.555,0
30.0,0.71,-0.434,0.538,0
30.08,0.697,-0.429,0.532,0
30.17,0.715,-0.427,0.55,0
30.25,0.692,-0.426,0.538,0
30.33,0.735,-0.424,0.569,0
30.42,0.699,-0.434,0.538,0
30.5,0.713,-0.437,0.55,0
30.58,0.707,-0.429,0.55,0
30.67,0.701,-0.412,0.567,0
30.75,0.704,-0.432,0.545,0
30.83,0.68,-0.427,0.543,0
30.92,0.737,-0.382,0.605,0
31.0,0.697,-0.419,0.553,0
31.07,0.7,-0.41,0.557,0
31.13,0.74,-0.388,0.585,0
31.2,0.688,-0.395,0.569,0
31.27,0.739,-0.401,0.579,0
31.33,0.68,-0.4,0.545,0
31.4,0.741,-0.382,0.589,0
31.47,0.69,-0.438,0.519,0
31.53,0.723,-0.403,0.564,0
31.6,0.727,-0.407,0.554,0
31.67,0.7,-0.43,0.529,0
31.73,0.723,-0.418,0.556,0
31.8,0.728,-0.417,0.551,0
31.87,0.705,-0.409,0.548,0
31.93,0.726,-0.407,0.551,0
32.0,0.72,-0.411,0.548,0
32.08,0.725,-0.411,0.544,0
32.17,0.724,-0.416,0.541,0
32.25,0.719,-0.423,0.534,0
32.33,0.723,-0.421,0.537,0
32.42,0.723,-0.42,0.538,0
32.5,0.719,-0.417,0.536,0
32.58,0.723,-0.421,0.528,0
32.67,0.728,-0.412,0.533,0
32.75,0.742,-0.406,0.545,0
32.83,0.725,-0.407,0.531,0
32.92,0.733,-0.399,0.541,0
33.0,0.746,-0.397,0.552,0
33.08,0.72,-0.42,0.528,0
33.17,0.719,-0.411,0.535,0
33.25,0.735,-0.406,0.54,0
33.33,0.73,-0.425,0.515,0
33.42,0.714,-0.438,0.506,0
33.5,0.739,-0.41,0.544,0
33.58,0.737,-0.45,0.52,0
33.67,0.698,-0.461,0.498,0
33.75,0.723,-0.379,0.555,0
33.83,0.758,-0.4,0.556,0
33.92,0.717,-0.426,0.528,0
34.0,0.712,-0.412,0.532,0
34.08,0.733,-0.416,0.544,0
34.17,0.715,-0.43,0.523,0
34.25,0.718,-0.43,0.513,0
34.33,0.757,-0.39,0.588,0
34.42,0.723,-0.407,0.532,0
34.5,0.689,-0.423,0.545,0
34.58,0.748,-0.427,0.546,0
34.67,0.687,-0.473,0.499,0
34.75,0.697,-0.428,0.529,0
34.83,0.742,-0.404,0.563,0
34.92,0.699,-0.417,0.552,0
35.0,0.712,-0.387,0.572,0
35.08,0.728,-0.389,0.576,0
35.17,0.727,-0.446,0.542,0
35.25,0.684,-0.414,0.531,0
35.33,0.749,-0.374,0.584,0
35.42,0.706,-0.41,0.554,0
35.5,0.702,-0.404,0.547,0
35.58,0.727,-0.388,0.572,0
35.67,0.729,-0.42,0.555,0
35.75,0.696,-0.424,0.535,0
35.83,0.732,-0.371,0.576,0
35.92,0.73,-0.405,0.556,0
36.0,0.705,-0.422,0.535,0
36.07,0.709,-0.406,0.546,0
36.13,0.738,-0.377,0.579,0
36.2,0.727,-0.417,0.555,0
36.27,0.693,-0.406,0.535,0
36.33,0.74,-0.363,0.574,0
36.4,0.729,-0.397,0.553,0
36.47,0.728,-0.409,0.542,0
36.53,0.728,-0.42,0.522,0
36.6,0.729,-0.419,0.526,0
36.67,0.729,-0.411,0.53,0
36.73,0.734,-0.443,0.514,0
36.8,0.716,-0.465,0.489,0
36.87,0.733,-0.441,0.508,0
36.93,0.732,-0.446,0.501,0
37.0,0.73,-0.452,0.496,0
37.08,0.738,-0.435,0.508,0
37.17,0.734,-0.446,0.496,0
37.25,0.738,-0.432,0.51,0
37.33,0.736,-0.438,0.509,0
37.42,0.73,-0.442,0.498,0
37.5,0.74,-0.445,0.493,0
37.58,0.724,-0.433,0.505,0
37.67,0.762,-0.411,0.526,0
37.75,0.743,-0.447,0.499,0
37.83,0.717,-0.448,0.501,0
37.92,0.743,-0.454,0.51,0
38.0,0.708,-0.472,0.493,0
38.08,0.684,-0.463,0.493,0
38.17,0.744,-0.418,0.548,0
38.25,0.72,-0.386,0.571,0
38.33,0.718,-0.376,0.571,0
38.42,0.719,-0.392,0.56,0
38.5,0.727,-0.391,0.546,0
38.58,0.721,-0.394,0.554,0
38.67,0.736,-0.402,0.554,0
38.75,0.727,-0.416,0.542,0
38.83,0.723,-0.432,0.537,0
38.92,0.707,-0.422,0.531,0
39.0,0.719,-0.408,0.541,0
39.08,0.726,-0.414,0.535,0
39.17,0.729,-0.418,0.544,0
39.25,0.719,-0.405,0.549,0
39.33,0.726,-0.408,0.546,0
39.42,0.729,-0.404,0.552,0
39.5,0.72,-0.393,0.554,0
39.58,0.718,-0.377,0.58,0
39.67,0.744,-0.406,0.561,0
39.75,0.703,-0.437,0.52,0
39.83,0.704,-0.415,0.557,0
39.92,0.723,-0.396,0.575,0
40.0,0.686,-0.416,0.572,0
40.08,0.708,-0.396,0.575,0
40.17,0.694,-0.438,0.535,0
40.25,0.727,-0.428,0.557,0
40.33,0.711,-0.435,0.542,0
40.42,0.673,-0.468,0.513,0
40.5,0.719,-0.421,0.551,0
40.58,0.728,-0.381,0.574,0
40.67,0.742,-0.436,0.56,0
40.75,0.722,-0.495,0.487,0
40.83,0.648,-0.464,0.489,0
40.92,0.764,-0.429,0.563,0
41.0,0.66,-0.479,0.486,0
41.08,0.733,-0.459,0.533,0
41.17,0.73,-0.448,0.538,0
41.25,0.689,-0.46,0.517,0
41.33,0.721,-0.451,0.533,0
41.42,0.713,-0.446,0.532,0
41.5,0.721,-0.438,0.551,0
41.58,0.688,-0.414,0.548,0
41.67,0.71,-0.44,0.561,0
41.75,0.667,-0.439,0.525,0
41.83,0.719,-0.429,0.568,0
41.92,0.735,-0.479,0.539,0
42.0,0.637,-0.449,0.522,0
42.07,0.753,-0.386,0.61,0
42.13,0.67,-0.429,0.555,0
42.2,0.708,-0.4,0.562,0
42.27,0.719,-0.433,0.57,0
42.33,0.692,-0.457,0.539,0
42.4,0.708,-0.391,0.572,0
42.47,0.679,-0.425,0.562,0
42.53,0.672,-0.478,0.536,0
42.6,0.696,-0.471,0.533,0
42.67,0.741,-0.452,0.547,0
42.73,0.698,-0.448,0.549,0
42.8,0.686,-0.428,0.559,0
42.87,0.717,-0.439,0.548,0
42.93,0.685,-0.452,0.525,0
43.0,0.694,-0.432,0.546,0
43.08,0.718,-0.451,0.548,0
43.17,0.669,-0.446,0.527,0
43.25,0.755,-0.413,0.571,0
43.33,0.714,-0.429,0.546,0
43.42,0.697,-0.435,0.542,0
43.5,0.711,-0.429,0.548,0
43.58,0.712,-0.44,0.54,0
43.67,0.698,-0.432,0.54,0
43.75,0.73,-0.43,0.556,0
43.83,0.704,-0.435,0.54,0
43.92,0.715,-0.433,0.544,0
44.0,0.694,-0.43,0.56,0
44.08,0.701,-0.406,0.556,0
44.17,0.723,-0.459,0.546,0
44.25,0.675,-0.473,0.487,0
44.33,0.695,-0.439,0.563,0
44.42,0.747,-0.423,0.579,0
44.5,0.667,-0.441,0.528,0
44.58,0.7,-0.433,0.547,0
44.67,0.74,-0.417,0.566,0
44.75,0.687,-0.431,0.534,0
44.83,0.707,-0.428,0.562,0
44.92,0.752,-0.41,0.59,0
45.0,0.679,-0.416,0.563,0
45.08,0.69,-0.432,0.563,0
45.17,0.667,-0.475,0.483,0
45.25,0.686,-0.448,0.571,0
45.33,0.75,-0.403,0.605,0
45.42,0.646,-0.408,0.561,0
45.5,0.726,-0.438,0.562,0
45.58,0.708,-0.452,0.54,0
45.67,0.643,-0.455,0.519,0
45.75,0.763,-0.403,0.61,0
45.83,0.696,-0.407,0.559,0
45.92,0.68,-0.442,0.532,0
46.0,0.715,-0.422,0.556,0
46.07,0.724,-0.417,0.573,0
46.13,0.701,-0.428,0.553,0
46.2,0.709,-0.439,0.541,0
46.27,0.709,-0.434,0.542,0
46.33,0.699,-0.41,0.556,0
46.4,0.704,-0.407,0.565,0
46.47,0.716,-0.415,0.554,0
46.53,0.725,-0.425,0.537,0
46.6,0.728,-0.416,0.558,0
46.67,0.719,-0.417,0.541,0
46.73,0.706,-0.424,0.536,0
46.8,0.729,-0.419,0.547,0
46.87,0.715,-0.426,0.532,0
46.93,0.721,-0.42,0.543,0
47.0,0.719,-0.415,0.543,0
47.08,0.726,-0.427,0.538,0
47.17,0.716,-0.431,0.534,0
47.25,0.709,-0.429,0.529,0
47.33,0.722,-0.435,0.531,0
47.42,0.737,-0.438,0.521,0
47.5,0.74,-0.443,0.521,0
47.58,0.752,-0.487,0.476,0
47.67,0.725,-0.424,0.501,0
47.75,0.769,-0.458,0.54,0
47.83,0.711,-0.505,0.517,0
47.92,0.716,-0.472,0.506,0
48.0,0.659,-0.478,0.535,0
48.08,0.602,-0.476,0.56,0
48.17,0.655,-0.502,0.586,0
48.25,0.602,-0.598,0.551,0
48.33,0.564,-0.613,0.514,0
48.42,0.54,-0.602,0.494,0
48.5,0.577,-0.657,0.633,0
48.58,0.559,-0.638,0.527,0
48.67,0.458,-0.586,0.572,0
48.75,0.522,-0.54,0.708,0
48.83,0.492,-0.598,0.624,0
48.92,0.393,-0.634,0.524,0
49.0,0.457,-0.668,0.542,0
49.08,0.486,-0.695,0.555,0
49.17,0.501,-0.662,0.593,0
49.25,0.548,-0.639,0.574,0
49.33,0.532,-0.684,0.453,0
49.42,0.518,-0.699,0.419,0
49.5,0.562,-0.709,0.455,0
49.58,0.57,-0.701,0.477,0
49.67,0.55,-0.666,0.476,0
49.75,0.556,-0.626,0.503,0
49.83,0.577,-0.622,0.503,0
49.92,0.603,-0.63,0.511,0
50.0,0.597,-0.609,0.543,0
50.08,0.568,-0.584,0.538,0
50.17,0.57,-0.585,0.542,0
50.25,0.617,-0.574,0.591,0
50.33,0.624,-0.563,0.573,0
50.42,0.572,-0.595,0.525,0
50.5,0.613,-0.622,0.552,0
50.58,0.591,-0.533,0.539,0
50.67,0.663,-0.409,0.594,0
50.75,0.76,-0.468,0.645,0
50.83,0.603,-0.514,0.562,0
50.92,0.68,-0.55,0.558,0
51.0,0.709,-0.583,0.56,0
51.08,0.654,-0.498,0.564,0
51.17,0.704,-0.395,0.576,0
51.25,0.705,-0.411,0.646,0
51.33,0.596,-0.475,0.609,0
51.42,0.459,-0.467,0.628,0
51.5,0.552,-0.503,0.705,0
51.58,0.437,-0.591,0.681,0
51.67,0.476,-0.532,0.693,0
51.75,0.471,-0.46,0.75,0
51.83,0.423,-0.496,0.809,0
51.92,0.43,-0.469,0.759,0
52.0,0.401,-0.47,0.771,0
52.07,0.395,-0.497,0.739,0
52.13,0.406,-0.491,0.759,0
52.2,0.445,-0.486,0.775,0
52.27,0.37,-0.487,0.761,0
52.33,0.386,-0.491,0.791,0
52.4,0.387,-0.534,0.729,0
52.47,0.386,-0.543,0.714,0
52.53,0.451,-0.536,0.771,0
52.6,0.356,-0.579,0.699,0
52.67,0.377,-0.579,0.731,0
52.73,0.406,-0.583,0.729,0
52.8,0.352,-0.56,0.709,0
52.87,0.354,-0.555,0.741,0
52.93,0.412,-0.549,0.764,0
53.0,0.365,-0.576,0.706,0
53.08,0.33,-0.613,0.69,0
53.17,0.375,-0.541,0.75,0
53.25,0.388,-0.531,0.762,0
53.33,0.348,-0.558,0.742,0
53.42,0.341,-0.552,0.73,0
53.5,0.372,-0.554,0.763,0
53.58,0.409,-0.529,0.774,0
53.67,0.336,-0.562,0.685,0
53.75,0.35,-0.586,0.729,0
53.83,0.411,-0.586,0.727,0
53.92,0.309,-0.613,0.668,0
54.0,0.4,-0.606,0.739,0
54.08,0.381,-0.505,0.74,0
54.17,0.349,-0.564,0.719,0
54.25,0.374,-0.562,0.78,0
54.33,0.385,-0.425,0.797,0
54.42,0.411,-0.388,0.757,0
54.5,0.451,-0.44,0.691,0
54.58,0.485,-0.52,0.72,0
54.67,0.549,-0.657,0.69,0
54.75,0.628,-0.577,0.559,0
54.83,0.555,-0.521,0.486,0
54.92,0.69,-0.499,0.541,0
55.0,0.747,-0.442,0.521,0
55.08,0.737,-0.466,0.481,0
55.17,0.748,-0.463,0.426,0
55.25,0.854,-0.481,0.475,0
55.33,0.758,-0.521,0.498,0
55.42,0.69,-0.495,0.513,0
55.5,0.837,-0.473,0.553,0
55.58,0.754,-0.5,0.484,0
55.67,0.657,-0.492,0.482,0
55.75,0.73,-0.506,0.541,0
55.83,0.566,-0.538,0.54,0
55.92,0.496,-0.588,0.551,0
56.0,0.562,-0.631,0.569,0
56.08,0.551,-0.665,0.548,0
56.17,0.448,-0.651,0.582,0
56.25,0.362,-0.675,0.644,0
56.33,0.357,-0.642,0.721,0
56.42,0.372,-0.517,0.685,0
56.5,0.359,-0.452,0.645,0
56.58,0.505,-0.542,0.749,0
56.67,0.556,-0.577,0.65,0
56.75,0.509,-0.549,0.58,0
56.83,0.652,-0.529,0.618,0
56.92,0.571,-0.536,0.601,0
57.0,0.598,-0.49,0.604,0
57.07,0.61,-0.473,0.596,0
57.13,0.633,-0.455,0.615,0
57.2,0.678,-0.375,0.603,0
57.27,0.708,-0.402,0.597,0
57.33,0.731,-0.47,0.542,0
57.4,0.744,-0.437,0.597,0
57.47,0.661,-0.433,0.593,0
57.53,0.737,-0.434,0.604,0
57.6,0.746,-0.44,0.612,0
57.67,0.615,-0.399,0.571,0
57.73,0.743,-0.397,0.612,0
57.8,0.695,-0.467,0.563,0
57.87,0.612,-0.439,0.585,0
57.93,0.657,-0.424,0.63,0
58.0,0.623,-0.459,0.603,0
58.08,0.597,-0.498,0.627,0
58.17,0.542,-0.463,0.641,0
